text,language,source
lobhānmātṛtvamanyāsu $ yadi nikṣipya mohataḥ &,Sanskrit,GRETIL
kriyāṃ kuryājjaḍamatiḥ % sadyaścaṇḍālatāṃ vrajet // Ang_1.122 //,Sanskrit,GRETIL
atasmin tattvamāropya $ saṃskuryādyadi kāmataḥ &,Sanskrit,GRETIL
niṣphalaṃ yāti tatkarma % so 'pi pātityamāpnuyāt // Ang_1.123 //,Sanskrit,GRETIL
pitṛtvaṃ janitaryeva $ mukhyato 'nyatra gauṇataḥ &,Sanskrit,GRETIL
tatpuraskṛtya cetkarma % kṛtamanyaiḥ punaḥ kriyāṃ // Ang_1.124 //,Sanskrit,GRETIL
vihitenaiva putratvaṃ $ svīkāreṇa na cānyataḥ &,Sanskrit,GRETIL
samavāpnoti bandhūnāṃ % rājavidvadanujñayā // Ang_1.125 //,Sanskrit,GRETIL
bhrātṛjaḥ kṛtadāraḥ kṛtakriyo 'pi,Sanskrit,GRETIL
bhrātṛjo vākyataḥ pitror $ jyaiṣṭhyakāniṣṭhyavarjitaḥ &,Sanskrit,GRETIL
putratvaṃ samavāpnoti % kṛtadāraḥ kṛtakriyaḥ // Ang_1.126 //,Sanskrit,GRETIL
so 'pyekaścedavāpnoti $ nobhayostu tathā vidhiḥ &,Sanskrit,GRETIL
janiturmukhyasūnuḥ syād % anyasya guṇataḥ sutaḥ // Ang_1.127 //,Sanskrit,GRETIL
mātulatvapitṛvyatva- $ sutatvādyanubandhakam &,Sanskrit,GRETIL
mukhyato yasya yadvā syāt % taduddiśyaiva tatkriyā // Ang_1.128 //,Sanskrit,GRETIL
mukhyānubandhaṃ tyaktvā yaḥ $ karma kuryātpramādataḥ &,Sanskrit,GRETIL
pitṛvyādikamuccārya % punaḥ kuryāttu tāṃ kriyām // Ang_1.129 //,Sanskrit,GRETIL
gotranāmānubandhavyatyāse,Sanskrit,GRETIL
gotranāmānubandhānāṃ $ vyatyāsenāpyanehasaḥ &,Sanskrit,GRETIL
yadi kuryātkriyāṃ tāṃ vai % punaḥ kuryādyathāvidhi // Ang_1.130 //,Sanskrit,GRETIL
upanītastu cedupa- $ netṛtvenaiva tatkriyā &,Sanskrit,GRETIL
vidyādatvena taddātur % bhaktadatvena tatprade // Ang_1.131 //,Sanskrit,GRETIL
bhayapatvena bhayape $ pitṛvyatvena tādṛśe &,Sanskrit,GRETIL
tattaduccāraṇaṃ kṛtvā % tattatkarma samācaret // Ang_1.132 //,Sanskrit,GRETIL
tadanyathākṛtaṃ taccet $ samyagbhūyaḥ samācaret &,Sanskrit,GRETIL
kartari dūrage preṣyatvena kurvīta,Sanskrit,GRETIL
mukhyakartrasamīpe 'nyo % na kuryāt svānubandhataḥ // Ang_1.133 //,Sanskrit,GRETIL
tatpreṣyatvena kurvīta $ preṣitastena vai vṛtaḥ &,Sanskrit,GRETIL
avṛtastena tatpreṣya- % tvena taddūrage sati // Ang_1.134 //,Sanskrit,GRETIL
kṛtaṃ cetkarma tadbhūyaḥ $ saṃkalpādi samācaret &,Sanskrit,GRETIL
anyena kṛte vāṅmātradāne śrāddhamātram,Sanskrit,GRETIL
vāṅmātradattaputrastu % kṛtadāraḥ kṛtakriyaḥ // Ang_1.135 //,Sanskrit,GRETIL
grāhakasya na kurvīta $ darśādi na kadācana &,Sanskrit,GRETIL
tatpatnyāstasya ca śrāddha- % mātraṃ samyak samācaret // Ang_1.136 //,Sanskrit,GRETIL
prativarṣaṃ prayatnena $ na darśādikamācaret &,Sanskrit,GRETIL
satāmeva hi bandhūnāṃ % karma kuryāt prayatnataḥ // Ang_1.137 //,Sanskrit,GRETIL
bhraṣṭānāmapi tucchānāṃ $ patitānāṃ vikarmiṇām &,Sanskrit,GRETIL
na kurvīta kriyāṃ yatnād % api snānaṃ samācaret // Ang_1.138 //,Sanskrit,GRETIL
asatāṃ patitānāṃ ca $ bhasmāntaṃ sūtakaṃ smṛtam &,Sanskrit,GRETIL
bhraṣṭapatitānāṃ ghaṭasphoṭanādhikāriṇaḥ,Sanskrit,GRETIL
jātibhraṣṭānakarmiṣṭhān % patitān mātaraṃ sutam // Ang_1.139 //,Sanskrit,GRETIL
pitaraṃ bhrātaraṃ patnīṃ $ patimeva mitho 'sataḥ &,Sanskrit,GRETIL
tyajedghaṭaprahāreṇa % nānyānevaṃ samācaret // Ang_1.140 //,Sanskrit,GRETIL
anāthapretasaṃskāre,Sanskrit,GRETIL
anāthapretasaṃskārād $ aśvamedhaphalaṃ labhet &,Sanskrit,GRETIL
pretanirvāpaṇaṃ proktam % atra saṃskāraśabdataḥ // Ang_1.141 //,Sanskrit,GRETIL
pretasaṃskārābhāve,Sanskrit,GRETIL
akṛtvā pretasaṃskāraṃ $ yo bhuṅkte kāmakārataḥ &,Sanskrit,GRETIL
tatpretakṛtapāpaughaṃ % tatkṣaṇāllabhate 'khilam // Ang_1.142 //,Sanskrit,GRETIL
taddoṣaśamanāyātha $ cāpāgre snānamācaret &,Sanskrit,GRETIL
māsamātraṃ prayatnena % na cedukthyaṃ samācaret // Ang_1.143 //,Sanskrit,GRETIL
viprānujñayā yatikṛtyam,Sanskrit,GRETIL
viprābhyanujñayā kuryāt $ karmamātraṃ viśeṣataḥ &,Sanskrit,GRETIL
pitṛkṛtyaṃ pretakṛtyaṃ % tayorno cedyaterapi // Ang_1.144 //,Sanskrit,GRETIL
viprānujñāṃ yatirapi $ labdhvā snātvārdravastrataḥ &,Sanskrit,GRETIL
pretakṛtyaṃ prakurvīta % na cet kṛtyaṃ tu tanna tu // Ang_1.145 //,Sanskrit,GRETIL
api śāstrakṛtaṃ karma $ bahuviprāmataṃ tu yat &,Sanskrit,GRETIL
tadabhyanujñayā tattu % karmataḥ punarācaret // Ang_1.146 //,Sanskrit,GRETIL
bahuvipratiraskāra- $ pradveṣāgaḥpradūṣitam &,Sanskrit,GRETIL
tadabhyanujñārahitaṃ % yattatkarma punaścaret // Ang_1.147 //,Sanskrit,GRETIL
kartari sannihite 'kartṛkṛtaṃ punaḥ,Sanskrit,GRETIL
yadyakartṛkṛtaṃ karma $ samīpe kartari sthite &,Sanskrit,GRETIL
dhanavṛttigṛhakṣetra- % hetave tatpunaścaret // Ang_1.148 //,Sanskrit,GRETIL
asagotrasaṃskṛtāvāśaucam,Sanskrit,GRETIL
asagotramapi pretaṃ $ dāhayedyaḥ kathaṃcana &,Sanskrit,GRETIL
sa cāpi gotribhistulyo % daśāhaṃ sūtakī bhavet // Ang_1.149 //,Sanskrit,GRETIL
mṛtāhasya parityāge mātāpitroḥ,Sanskrit,GRETIL
mṛtāhasya parityāge $ mohātkṛchradvayaṃ caret &,Sanskrit,GRETIL
gāyatrīdaśasāhasra- % japo godānameva ca // Ang_1.150 //,Sanskrit,GRETIL
evaṃ pañcatriṃśavarṣa- $ paryantaṃ cittamucyate &,Sanskrit,GRETIL
pṛthaktvena mahābhāgais % tadūrdhvaṃ patito bhavet // Ang_1.151 //,Sanskrit,GRETIL
nadīsnānena niṣkṛtiḥ,Sanskrit,GRETIL
mahānadīsnānaśataṃ $ pitrostyakte tu paitṛke &,Sanskrit,GRETIL
niṣkṛtiḥ kathitā sadbhiḥ % punaḥsaṃskāratastathā // Ang_1.152 //,Sanskrit,GRETIL
nadīsnānāni sarvatra $ sarvakṛtyeṣu vacmi vaḥ &,Sanskrit,GRETIL
niṣkṛtitvena viprāṇāṃ % vedināmabhyanujñayā // Ang_1.153 //,Sanskrit,GRETIL
na hi snānena sadṛśī $ niṣkṛtirvihitāsti hi &,Sanskrit,GRETIL
tasmātsnānāni sarvatra % tīrthādiṣu viśiṣyate // Ang_1.154 //,Sanskrit,GRETIL
saṃhitāpaṭhanādiḥ,Sanskrit,GRETIL
śrutipārāyaṇaṃ yadvā $ vyāhṛtīnāṃ japo 'thavā &,Sanskrit,GRETIL
gāyatryā vā japo no cen % mahārudrajapo 'thavā // Ang_1.155 //,Sanskrit,GRETIL
puruṣasūktajapo vāpi $ saṃhitāpaṭhanaṃ sakṛt &,Sanskrit,GRETIL
niṣkṛtirvihitā sadbhir % api pātakināmapi // Ang_1.156 //,Sanskrit,GRETIL
vedamahimā,Sanskrit,GRETIL
vedākṣaroccāraṇataḥ $ sarvanāmaphalaṃ labhet &,Sanskrit,GRETIL
harināmāni yāvanti % paṭhitāni dvijātibhiḥ // Ang_1.157 //,Sanskrit,GRETIL
asaṃkhyākānyanantāni $ sarvāvilaharāṇyapi &,Sanskrit,GRETIL
tānyekavedavarṇaḥ syāt % tādṛśairdivyavarṇakaiḥ // Ang_1.158 //,Sanskrit,GRETIL
ameyaiḥ saṃvṛto vedaḥ $ sākṣānnārāyaṇātmakaḥ &,Sanskrit,GRETIL
tādṛśasyāsya vedasya % paṭhanāt sarvakilbiṣaiḥ // Ang_1.159 //,Sanskrit,GRETIL
sadya eva vimuktaḥ syāt $ pātakī nātra saṃśayaḥ &,Sanskrit,GRETIL
brāhmaṇasya vedādhikāraḥ,Sanskrit,GRETIL
tādṛśasyāsya vedasya % paṭhane brāhmaṇasya vai // Ang_1.160 //,Sanskrit,GRETIL
adhikāro na cānyasya $ saṃskṛtasyaiva karmabhiḥ &,Sanskrit,GRETIL
tatrāpi pariśuddhasya % kṛtanityakriyasya vai // Ang_1.161 //,Sanskrit,GRETIL
tatrāpi pariśuddhasya $ viśeṣeṣu dineṣvapi &,Sanskrit,GRETIL
śuddhācchuddhaḥ svato vedas % taduccāraṇataḥ kṣaṇāt // Ang_1.162 //,Sanskrit,GRETIL
devanāmānyanantāni $ nikhilānyaghahāni vai &,Sanskrit,GRETIL
asakṛtpaṭhitāni syur % nātra kāryā vicāraṇā // Ang_1.163 //,Sanskrit,GRETIL
snānaṃ kṛtvā prārabhecca $ vedaṃ taṃ tādṛśaṃ śivam &,Sanskrit,GRETIL
asnātvārambhe,Sanskrit,GRETIL
yadyasnātvaiva mohena % prārabhet pātakī bhavet // Ang_1.164 //,Sanskrit,GRETIL
snānataḥ sarvakarmāṇi $ sidhyantyeva na saṃśayaḥ &,Sanskrit,GRETIL
sarvaṃ snānamūlam,Sanskrit,GRETIL
snānamūlamidaṃ brāhmaṃ % snānamūlamidaṃ tapaḥ // Ang_1.165 //,Sanskrit,GRETIL
snānamūlākhilā yajñāḥ $ snānamūlamidaṃ jagat &,Sanskrit,GRETIL
sarvakṛtyevu sarvatra % snānameva paraṃ matam // Ang_1.166 //,Sanskrit,GRETIL
kṛtsneṣvaśuciṣu snānaṃ $ tārakaṃ parikīrtitam &,Sanskrit,GRETIL
aspṛśyasparśanādikarmāṅgasnānam,Sanskrit,GRETIL
aspṛśyasparśane caivam % abhakṣyāṇāṃ ca bhakṣaṇe // Ang_1.167 //,Sanskrit,GRETIL
sakalīkaraṇe cātra $ malinīkaraṇe tathā &,Sanskrit,GRETIL
apātrīkaraṇe 'nyatra % jātibhraṃśakarādiṣu // Ang_1.168 //,Sanskrit,GRETIL
sūtakādiṣu sarveṣu $ sarveṣvāśaucakarmasu &,Sanskrit,GRETIL
snānameva paraṃ proktaṃ % sarvakṛchravratādiṣu // Ang_1.169 //,Sanskrit,GRETIL
sarvādyanteṣu satreṣu $ tadeva parikīrtitam &,Sanskrit,GRETIL
abhojyabhojaneṣvevaṃ % snānaṃ tatsamudāhṛtam // Ang_1.170 //,Sanskrit,GRETIL
akāryakaraṇeṣveṣu $ mukhyasnānāni mukhyataḥ &,Sanskrit,GRETIL
bhaveyurhi pavitrāṇi % tānīmāni tataḥ sadā // Ang_1.171 //,Sanskrit,GRETIL
caredyatnena śudhyarthaṃ $ na cetkiṃ vātra śudhyati &,Sanskrit,GRETIL
vamane snānam,Sanskrit,GRETIL
svakriyāvamane sadyaḥ % savāsā jalamāviśet // Ang_1.172 //,Sanskrit,GRETIL
ajīrṇavamane snānam $ auṣadhādikriyāvaśāt &,Sanskrit,GRETIL
vamane snānābhāvasthalam,Sanskrit,GRETIL
vamane 'pyavagāhaḥ syān % makṣikāmūlato yadi // Ang_1.173 //,Sanskrit,GRETIL
nāvagāhaḥ prakartavyas $ tallepakṣālanaṃ param &,Sanskrit,GRETIL
prakartavyaṃ prayatnena % dhāraṇaṃ śuddhavāsasām // Ang_1.174 //,Sanskrit,GRETIL
śākamūlādivamane,Sanskrit,GRETIL
śākairmūlaiḥ phalaiḥ patraiḥ $ kaṭutiktarasādibhiḥ &,Sanskrit,GRETIL
sadyaścedvamanaṃ tanna % cirakāle tu tadbhavet // Ang_1.175 //,Sanskrit,GRETIL
yadā cedrogavamanaṃ $ tadā snānaṃ vidhānataḥ &,Sanskrit,GRETIL
sadya eva prakartavyam % aghamarṣavidhānataḥ // Ang_1.176 //,Sanskrit,GRETIL
rātrau vamane,Sanskrit,GRETIL
rātrau tu vamane jāte $ rogādyairapyajīrṇataḥ &,Sanskrit,GRETIL
ardharātrādadhastūṣṇe % pāthasi snānamucyate // Ang_1.177 //,Sanskrit,GRETIL
tatparaṃ prātareva syād $ iti śākalabhāṣitam &,Sanskrit,GRETIL
svagotratyāge 'nyagotraparigrahaṇe,Sanskrit,GRETIL
svīyagotraparityāgād % anyagotraparigrahāt // Ang_1.178 //,Sanskrit,GRETIL
prabhavetpatitaḥ sadyaḥ $ śuddhaḥ saṃskārataḥ punaḥ &,Sanskrit,GRETIL
svīyagotraparityāgo % bhinnagotraparigrahaḥ // Ang_1.179 //,Sanskrit,GRETIL
dvayametatprakathitaṃ $ striya eva hi nurna tu &,Sanskrit,GRETIL
ardhodayaḥ,Sanskrit,GRETIL
arkaśrutivyatīpāta- % yuktā 'mā puṣyamāvayoḥ // Ang_1.180 //,Sanskrit,GRETIL
asāvardhodayo yogaḥ $ koṭyarkagrahasaṃnibhaḥ &,Sanskrit,GRETIL
asmin snāto cāpakoṭau % kuryānsnānaśataṃ yadi // Ang_1.181 //,Sanskrit,GRETIL
triṃśadvarṣaṃ tyaktapitṛ- $ karmā śuddho bhavettataḥ &,Sanskrit,GRETIL
mahodaye tu tatsnāna- % sahasraṃ yadi bhaktitaḥ // Ang_1.182 //,Sanskrit,GRETIL
kuryādvā kārayedvāpi $ śuddhaḥ pūrvāghato bhavet &,Sanskrit,GRETIL
anyathā niṣkṛtirnāsti % tādṛśasyāsya pāpinaḥ // Ang_1.183 //,Sanskrit,GRETIL
taṃ yogaṃ susamīkṣyeta $ tasmāttādṛktu kilbiṣī &,Sanskrit,GRETIL
patyanyena citārohitāyāḥ putrasya kṛtyam,Sanskrit,GRETIL
yadi sādhvī pramādena % patyanyena citi vrajet // Ang_1.184 //,Sanskrit,GRETIL
kathaṃ tatkarmakaraṇaṃ $ paścāttajjātajanmanām &,Sanskrit,GRETIL
iti cintāparā devā % babhūyuḥ kila vai ciram // Ang_1.185 //,Sanskrit,GRETIL
paścādudabhavadvāṇī $ divyā spaṣṭapadākṣarā &,Sanskrit,GRETIL
patyanyanarayogasya % ṣaḍabdaṃ kṛcchramucyate // Ang_1.186 //,Sanskrit,GRETIL
mohāt prāṇaparityāge $ mahāpāpasya karmaṇaḥ &,Sanskrit,GRETIL
tasyāḥ ṣaḍabdaṃ saṃproktaṃ % ṣaḍguṇenaiva saṃyutam // Ang_1.187 //,Sanskrit,GRETIL
sadānenaiva kurvīta $ lobhaśāṭhyavivarjitam &,Sanskrit,GRETIL
taddoṣaśamanāyaiva % prāṇatyāgākhyakarmaṇaḥ // Ang_1.188 //,Sanskrit,GRETIL
cāpāgrayānaṃ kṛtvādau $ tatra snānaśataṃ caret &,Sanskrit,GRETIL
pakṣamātraṃ prayatnena % nityaṃ priyapuraḥsaram // Ang_1.189 //,Sanskrit,GRETIL
tacchāntistena nānyena $ sārdhasāhasramajjanaiḥ &,Sanskrit,GRETIL
brāhmaṇānāṃ prasādena % kūṣmāṇḍagaṇapāṭhataḥ // Ang_1.190 //,Sanskrit,GRETIL
nityaṃ trivāraṃ tatraiva $ paścāttu prākṛtaṃ caret &,Sanskrit,GRETIL
tataḥ śuddhā bhavetsā tu % tairetaiḥ karmabhiḥ śubhaiḥ // Ang_1.191 //,Sanskrit,GRETIL
jātibhedena niṣkṛtiḥ,Sanskrit,GRETIL
dviguṇaṃ rājayogena $ triguṇaṃ vaiśyayogataḥ &,Sanskrit,GRETIL
catugurṇaṃ śūdrayogād % evaṃ niṣkṛtirīritā // Ang_1.192 //,Sanskrit,GRETIL
striyaḥ punarvivāhe,Sanskrit,GRETIL
punarvivāhitā mūḍhaiḥ $ pitṛbhrātṛmukhaiḥ khalaiḥ &,Sanskrit,GRETIL
yadi sā te 'khilāḥ sarve % syurvai nirayagāminaḥ // Ang_1.193 //,Sanskrit,GRETIL
punarvivāhitā sā tu $ mahārauravabhāginī &,Sanskrit,GRETIL
tatpatiḥ pitṛbhiḥ sārdhaṃ % kālasūtragato bhavet // Ang_1.194 //,Sanskrit,GRETIL
dātā cāṅgāraśayana- $ nāmakaṃ pratipadyate &,Sanskrit,GRETIL
tasya niṣkṛtiḥ,Sanskrit,GRETIL
taddoṣaśamanāyātha % prāyaścittamidaṃ param // Ang_1.195 //,Sanskrit,GRETIL
dātā setugataḥ sadyo $ dhanuṣkoṭyāṃ samāhitaḥ &,Sanskrit,GRETIL
nityaṃ triṣavaṇasnāyī % yāvakāhāra eva vai // Ang_1.196 //,Sanskrit,GRETIL
saṃvatsaraṃ prayatnena $ vasedevānvahaṃ tarām &,Sanskrit,GRETIL
svakṛtaṃ yacca tatpāpaṃ % vadannityanvahan yatan // Ang_1.197 //,Sanskrit,GRETIL
sarveṣvapi ca tīrtheṣu $ taptakṛcchraśataṃ caret &,Sanskrit,GRETIL
tataḥ śuddho bhavedevaṃ % voḍhā cāpi tadā punaḥ // Ang_1.198 //,Sanskrit,GRETIL
taddoṣaśamanāyaiva $ puṇyaṃ cāndrāyaṇatrayam &,Sanskrit,GRETIL
yatnātkurvan vasettatra % ṛtutrayamatandritaḥ // Ang_1.199 //,Sanskrit,GRETIL
pratinityaṃ pañcagavyaṃ $ pibaṃstadvidhinā rudan &,Sanskrit,GRETIL
nirlajjayā lokapuraḥ % kūṣmāṇḍādīn paṭhaṃstathā // Ang_1.200 //,Sanskrit,GRETIL
drupadāṃ nāma gāyatrīṃ $ gāyatrīṃ vedamātaram &,Sanskrit,GRETIL
saṃdhyātraye sahasrāṇi % japaṃstaptākhyakaṃ śivam // Ang_1.201 //,Sanskrit,GRETIL
kṛcchraṃ vidhānataḥ kṛtvā $ punaḥsaṃskārataḥ punaḥ &,Sanskrit,GRETIL
puṭagarbhavidhānena % śuddho bhavati tatra cet // Ang_1.202 //,Sanskrit,GRETIL
na cettaptaśataṃ kuryāt $ punarupanayātparam &,Sanskrit,GRETIL
sā cedbhartṛdvayaṃ tyaktvā % setusnānasahasrakam // Ang_1.203 //,Sanskrit,GRETIL
kṛtvā ca yāvakāhārā $ varṣamātreṇa śudhyati &,Sanskrit,GRETIL
yadyaputrā putriṇī cet % patedevāśu taiḥ saha // Ang_1.204 //,Sanskrit,GRETIL
sā vai putraistadudbhūtaiś $ caṇḍālatvaṃ bhajeta vai &,Sanskrit,GRETIL
bhrāntyā putrikādivivāhe jāte svamātraśuddhiḥ,Sanskrit,GRETIL
yadi svasāraṃ tanayāṃ % cirādbhrāntyādikṛcchrataḥ // Ang_1.205 //,Sanskrit,GRETIL
vivahenmohato jñāte $ kṛtvā cāndrasahasrakam &,Sanskrit,GRETIL
cāpāgrayānataḥ paścāt % puṭagarbhavidhānataḥ // Ang_1.206 //,Sanskrit,GRETIL
karaṇājjātakādīnāṃ $ svamātrasya śucirbhavet &,Sanskrit,GRETIL
pareṣāṃ śūdratulyo 'yaṃ % tatastāṃ bibhṛyādapi // Ang_1.207 //,Sanskrit,GRETIL
pūrvadharmaṃ vinikṣipya $ tasyāṃ bhaktyā japanvaset &,Sanskrit,GRETIL
putre jāte,Sanskrit,GRETIL
yadi tasyāṃ prajāyeraṃs % tāṃścaṇḍāleṣu vinyaset // Ang_1.208 //,Sanskrit,GRETIL
tataḥ svayaṃ ca nityaṃ vai $ yāvakāśī caredbhuvam &,Sanskrit,GRETIL
pāpaprakhyāpanaṃ kurvan % yāvajjīvaṃ hariṃ bhajan // Ang_1.209 //,Sanskrit,GRETIL
puṇyakṣetreṣu niyataṃ $ vasan bhaktyā rasāmaṭet &,Sanskrit,GRETIL
vivāhitāṃ ca vidhavāṃ % mahāmohena vañcakaiḥ // Ang_1.210 //,Sanskrit,GRETIL
dattāṃ vivāhya tajjñātvā $ sadyaścaṇḍālatāṃ vrajet &,Sanskrit,GRETIL
taddoṣaśamanāyaiva % pūrvavattu samācaret // Ang_1.211 //,Sanskrit,GRETIL
dviguṇaṃ nikhilaṃ kṛtyaṃ $ samunneyaṃ vicakṣaṇaiḥ &,Sanskrit,GRETIL
ekadvitricatuḥpañcavāraṃ vivāhitā,Sanskrit,GRETIL
ekadvitricatuḥpañca- % vāraṃ vai yā vivāhitā // Ang_1.212 //,Sanskrit,GRETIL
atikṣudraikakāleṣu $ pāpaikabahuleṣu ca &,Sanskrit,GRETIL
vijñātā cettu tāṃ samyak % pṛṣṭvā gatvā vicārya ca // Ang_1.213 //,Sanskrit,GRETIL
tattvaṃ tasyāstu vijñāya $ prāyaścittaṃ tataścaret &,Sanskrit,GRETIL
yatra yatra ca sā gatvā % yaṃ yaṃ vā svajanaiḥ saha // Ang_1.214 //,Sanskrit,GRETIL
māyayā mohayāmāsa $ vañcayitvāticaryayā &,Sanskrit,GRETIL
taṃ taṃ jñātvā ca saṃbhāṣya % tattadvāṅmūlamapyalam // Ang_1.215 //,Sanskrit,GRETIL
śrutvā paścācchrotriyebhyaḥ $ śrāvayitvākhilaṃ tataḥ &,Sanskrit,GRETIL
rājñe bandhuni vāvedya % prāyaścittaṃ tataścaret // Ang_1.216 //,Sanskrit,GRETIL
etādṛśeṣu kṛtyeṣu $ sā kṣetraṃ prabhaveddhruvam &,Sanskrit,GRETIL
prathamodvāhakasyaiva % paraṃ tveṣā parā na tu // Ang_1.217 //,Sanskrit,GRETIL
kadāciddharmakṛtyānāṃ $ na tasyāpi parasya vā &,Sanskrit,GRETIL
tadapekṣayā veśyā viśiṣyate,Sanskrit,GRETIL
sā bhogamātrayogyāpi % veśyā tasyā viśiṣyate // Ang_1.218 //,Sanskrit,GRETIL
tayā cetteṣu kṛtyeṣu $ sapaṅktau bhojanaṃ tathā &,Sanskrit,GRETIL
saha vā bhojanaṃ duṣṭaṃ % yadi pātityakārakam // Ang_1.219 //,Sanskrit,GRETIL
tacchudhyarthaṃ rasāyāṃ tu $ śvabhre saṃchādya dharmataḥ &,Sanskrit,GRETIL
khanitvā yāmamātraṃ vā % ghaṭikādvayameva vā // Ang_1.220 //,Sanskrit,GRETIL
tasmāduddhṛtya paścāttu $ jātakādi samācaret &,Sanskrit,GRETIL
taptakṛcchrasahasrāṇi % dharmataśca samācaret // Ang_1.221 //,Sanskrit,GRETIL
niyatātmā yāvakāśī $ cāpāgraṃ tadbhavecchuciḥ &,Sanskrit,GRETIL
pañca snānasahasrāṇi % svayaṃ vipramukhena vā // Ang_1.222 //,Sanskrit,GRETIL
samācarettataḥ svasya $ śuddho bhavati kevalam &,Sanskrit,GRETIL
na pareṣāmayaṃ yogya % evamāha purā bhṛguḥ // Ang_1.223 //,Sanskrit,GRETIL
praviṣṭaparakāyena $ yadi saṃyogamāpnuyāt &,Sanskrit,GRETIL
trimāsayāvakāhārā % sādhvī śudhyati nānyathā // Ang_1.224 //,Sanskrit,GRETIL
praviṣṭaparavarṣmāṇaṃ $ vijñātaṃ svapatiṃ satī &,Sanskrit,GRETIL
prapālayedviśeṣeṇa % ratimātraṃ na cācaret // Ang_1.225 //,Sanskrit,GRETIL
kāyayoreva saṃbandhaḥ $ purā saṃskṛtayoḥ purā &,Sanskrit,GRETIL
nātmanorasti saṃbandho % bhinnakāye na cettataḥ // Ang_1.226 //,Sanskrit,GRETIL
ātmānyakāyaṃ spṛśyenna $ tena pātityamāpnuyāt &,Sanskrit,GRETIL
surāṇāmapi caivaṃ hi % manuṣyāṇāṃ tu kiṃ punaḥ // Ang_1.227 //,Sanskrit,GRETIL
agrāhyamūrtayo grāhyamūrtayaśca,Sanskrit,GRETIL
agrāhyābhedyamūrtīnāṃ $ grāhmabhaidyaśarīriṇām &,Sanskrit,GRETIL
devānāṃ sumahābhedas % tāratamyaṃ ca tatparam // Ang_1.228 //,Sanskrit,GRETIL
spaṣṭameva prabhavati $ tenāgrāhyāḥ surāstu ye &,Sanskrit,GRETIL
grāhyakāyasurāṇāṃ vai % prapūjyāḥ paramāḥ param // Ang_1.229 //,Sanskrit,GRETIL
adhikā vandanīyāśca $ te na nīcāstu tena vai &,Sanskrit,GRETIL
agrāhyamūrtinivedyam,Sanskrit,GRETIL
tanniveditamatyarthaṃ % na teṣāṃ parikalpayet // Ang_1.230 //,Sanskrit,GRETIL
tenāparādhaḥ sumahān $ prabhavenna tathācaret &,Sanskrit,GRETIL
agrāhyābhedyamūrtīnāṃ % grāhyabhedyaniveditam // Ang_1.231 //,Sanskrit,GRETIL
ayogyaṃ satataṃ syāddhi $ śūdrasyeva śrutiryathā &,Sanskrit,GRETIL
śrautasmārtakriyādakṣaḥ % paitṛkoddeśato 'pi vā // Ang_1.232 //,Sanskrit,GRETIL
niruptamanyoddeśena $ na devāya nivedayet &,Sanskrit,GRETIL
niveditenāniveditayojane,Sanskrit,GRETIL
niveditena rucyarthaṃ % yojayennāniveditam // Ang_1.233 //,Sanskrit,GRETIL
tathā niveditaṃ bhūyo $ lavaṇaṃ ca niyojayet &,Sanskrit,GRETIL
nivedanādatha punas % tadādāya ghṛtena vā // Ang_1.234 //,Sanskrit,GRETIL
tailena lavaṇenāpi $ yatnena na niyojayet &,Sanskrit,GRETIL
taducchiṣṭaṃ na kurvīta % tatkareṇa na pīḍayet // Ang_1.235 //,Sanskrit,GRETIL
na khaṇḍayenmitho 'jñānān $ na tatprokṣaṇamācaret &,Sanskrit,GRETIL
pariṣiñcennaivameva % tūṣṇīmāsye vinikṣipet // Ang_1.236 //,Sanskrit,GRETIL
gṛhṇīyāttu tadantarvai $ na dantairapi pīḍayet &,Sanskrit,GRETIL
tadetatparamaṃ śuddhaṃ % nirmālyamatidurlabham // Ang_1.237 //,Sanskrit,GRETIL
devānāmapi tadbhojyaṃ $ prayatnenātibhaktitaḥ &,Sanskrit,GRETIL
tadopadaṃśaṃ svīkuryān % niveditamahākṣaṇe // Ang_1.238 //,Sanskrit,GRETIL
bhagavatprasādagrahaṇe bhakṣaṇaviṣaye,Sanskrit,GRETIL
niveditasya haviṣo $ bhakṣaṇe samupasthite &,Sanskrit,GRETIL
āpośanaṃ na kurvīta % prokṣaṇaṃ pariṣecanam // Ang_1.239 //,Sanskrit,GRETIL
yadi kurvīta mohena $ rauravaṃ narakaṃ vrajet &,Sanskrit,GRETIL
annaṃ pakvāt samuddhṛtya % pṛthakpātre niyujya ca // Ang_1.240 //,Sanskrit,GRETIL
kṛtvā sukhoṣṇaṃ saṃskṛtya $ paścācchākhādibhiryajet &,Sanskrit,GRETIL
atyuṣṇādinivedane,Sanskrit,GRETIL
asahyoṣṇaṃ mahoṣṇaṃ vā % pakvapātragamaiva vā // Ang_1.241 //,Sanskrit,GRETIL
yo nivedayate mohād $ devāya narakī bhavet &,Sanskrit,GRETIL
nivedanaprakasaḥ,Sanskrit,GRETIL
tasmādannaṃ samuddhṛtya % pṛthakpātre nidhāya ca // Ang_1.242 //,Sanskrit,GRETIL
kṛtvā yatnātsukhoṣṇaṃ ca $ rāśi kṛtvābhighārya ca &,Sanskrit,GRETIL
atiśuddhamatiśreṣṭhaṃ % rājayogyaṃ suśobhanam // Ang_1.243 //,Sanskrit,GRETIL
śākabhakṣyaphalopetaṃ $ devāya vinivedayet &,Sanskrit,GRETIL
